,asia,tub,smoke,lung,bronc,either,xray,dysp
3428,no,no,yes,yes,yes,yes,yes,yes
3429,no,no,no,no,yes,no,no,yes
3430,no,no,yes,no,no,no,no,no
3431,no,no,yes,yes,yes,yes,yes,yes
3432,no,no,no,no,no,no,no,no
3433,no,no,no,no,no,no,no,no
3434,no,no,yes,yes,no,yes,yes,yes
3435,no,no,no,no,yes,no,no,yes
3436,no,no,yes,no,yes,no,no,no
3437,no,no,yes,no,yes,no,no,yes
3438,no,no,yes,no,yes,no,no,yes
3439,no,no,no,no,no,no,no,no
3440,no,no,no,no,yes,no,no,yes
3441,no,no,yes,no,yes,no,no,no
3442,no,no,no,no,no,no,yes,no
3443,no,no,no,no,no,no,no,no
3444,no,no,yes,no,yes,no,no,yes
3445,no,no,yes,no,yes,no,no,yes
3446,no,no,no,no,yes,no,no,yes
3447,no,no,no,no,no,no,no,no
3448,no,no,no,no,no,no,no,no
3449,no,no,yes,no,yes,no,no,yes
3450,no,no,no,no,no,no,no,no
3451,no,no,yes,no,no,no,yes,no
3452,no,no,no,no,no,no,no,no
3453,no,no,yes,no,yes,no,no,yes
3454,no,no,no,no,no,no,no,no
3455,no,no,yes,no,yes,no,no,yes
3456,no,no,no,no,no,no,no,no
3457,no,no,no,no,yes,no,no,yes
3458,no,no,yes,no,yes,no,no,yes
3459,no,no,no,no,yes,no,no,yes
3460,no,no,yes,no,no,no,no,yes
3461,no,no,no,no,no,no,no,no
3462,no,no,yes,no,yes,no,no,no
3463,no,no,yes,no,yes,no,no,no
3464,no,no,yes,no,no,no,no,no
3465,no,no,no,no,no,no,no,no
3466,no,no,yes,no,yes,no,no,no
3467,no,no,no,no,yes,no,no,yes
3468,yes,no,no,no,no,no,no,no
3469,no,no,yes,no,yes,no,yes,yes
3470,no,no,no,no,yes,no,no,yes
3471,no,no,no,no,yes,no,yes,yes
3472,no,no,yes,no,no,no,no,yes
3473,no,no,yes,no,yes,no,no,yes
3474,no,no,yes,no,yes,no,no,yes
3475,no,no,no,no,no,no,no,no
3476,no,no,no,no,yes,no,no,yes
3477,no,no,no,no,no,no,no,no
3478,no,no,no,no,no,no,no,no
3479,no,no,yes,no,no,no,no,no
3480,no,no,yes,no,yes,no,no,yes
3481,no,no,yes,no,yes,no,no,yes
3482,no,no,yes,no,yes,no,no,yes
3483,no,no,no,no,no,no,no,no
3484,no,no,no,no,yes,no,no,yes
3485,no,no,no,no,yes,no,no,yes
3486,no,no,no,no,yes,no,no,no
3487,no,no,yes,no,yes,no,no,yes
3488,no,no,yes,no,yes,no,no,yes
3489,no,no,no,no,yes,no,yes,yes
3490,no,no,yes,no,no,no,yes,no
3491,no,no,no,no,yes,no,no,no
3492,no,no,no,no,yes,no,no,yes
3493,no,no,no,no,no,no,no,no
3494,yes,no,yes,no,yes,no,no,yes
3495,no,no,yes,yes,yes,yes,yes,yes
3496,no,no,no,no,no,no,no,no
3497,no,no,no,no,no,no,yes,no
3498,no,no,yes,no,no,no,no,no
3499,no,no,yes,no,no,no,no,no
3500,no,no,no,no,yes,no,no,yes
3501,no,no,no,no,no,no,no,no
3502,no,no,no,no,no,no,no,no
3503,no,no,yes,no,yes,no,no,yes
3504,no,no,no,no,no,no,no,no
3505,no,no,yes,no,yes,no,no,yes
3506,no,no,no,no,no,no,no,no
3507,yes,no,yes,yes,no,yes,yes,no
3508,no,no,no,no,no,no,no,no
3509,no,no,yes,no,no,no,yes,no
3510,no,no,no,no,no,no,no,no
3511,no,no,yes,no,yes,no,no,no
3512,no,no,yes,yes,no,yes,yes,yes
3513,no,no,no,no,no,no,no,yes
3514,no,no,no,no,no,no,no,no
3515,no,no,yes,no,no,no,no,yes
3516,no,no,yes,no,yes,no,no,yes
3517,no,no,yes,no,no,no,no,no
3518,no,no,no,no,no,no,no,no
3519,no,no,yes,no,yes,no,no,yes
3520,no,no,no,no,yes,no,no,yes
3521,no,no,no,no,no,no,no,yes
3522,no,no,no,no,no,no,no,no
3523,no,no,no,no,yes,no,no,yes
3524,no,no,no,no,no,no,no,no
3525,no,no,yes,no,no,no,yes,no
3526,no,no,yes,no,no,no,no,no
3527,no,no,no,no,no,no,no,yes
3528,no,no,no,no,no,no,no,no
3529,no,no,yes,no,no,no,no,no
3530,no,no,no,no,no,no,no,no
3531,no,no,yes,no,no,no,no,no
3532,no,no,yes,yes,no,yes,yes,yes
3533,no,no,no,no,yes,no,no,no
3534,no,no,no,no,no,no,no,no
3535,no,no,no,no,no,no,no,no
3536,no,no,no,no,no,no,no,no
3537,no,no,no,no,no,no,no,no
3538,no,no,no,no,no,no,no,no
3539,no,no,no,no,yes,no,no,yes
3540,no,no,no,yes,no,yes,yes,no
3541,no,no,no,no,no,no,no,no
3542,no,no,yes,no,no,no,no,no
3543,no,no,yes,no,yes,no,no,yes
3544,no,no,no,no,yes,no,no,yes
3545,no,no,yes,no,yes,no,no,yes
3546,no,no,yes,no,yes,no,yes,yes
3547,no,no,yes,yes,yes,yes,yes,yes
3548,no,no,no,no,no,no,no,no
3549,no,no,yes,no,yes,no,no,yes
3550,no,no,yes,no,no,no,no,no
3551,no,no,no,no,yes,no,no,yes
3552,no,no,no,no,no,no,no,no
3553,no,no,no,no,no,no,no,no
3554,no,no,no,no,no,no,no,no
3555,no,no,no,no,yes,no,no,yes
3556,no,no,yes,no,yes,no,no,no
3557,no,no,yes,no,yes,no,no,yes
3558,no,no,yes,no,yes,no,no,yes
3559,no,no,no,no,no,no,no,no
3560,no,no,no,yes,no,yes,yes,yes
3561,no,no,yes,no,yes,no,no,yes
3562,no,no,yes,no,no,no,no,no
3563,no,no,no,no,no,no,no,no
3564,no,no,yes,no,no,no,no,yes
3565,no,no,no,no,no,no,no,no
3566,no,no,no,no,no,no,no,no
3567,no,no,yes,no,no,no,no,no
3568,yes,no,no,no,no,no,no,no
3569,no,no,yes,no,yes,no,no,yes
3570,no,no,no,no,no,no,no,no
3571,no,no,yes,no,no,no,no,no
3572,no,no,no,no,no,no,no,no
3573,no,no,no,no,no,no,no,no
3574,no,no,yes,no,yes,no,no,yes
3575,no,no,no,no,no,no,no,no
3576,no,no,yes,no,yes,no,no,yes
3577,no,no,yes,no,yes,no,no,yes
3578,no,no,no,no,no,no,no,no
3579,no,no,no,no,no,no,no,no
3580,no,no,yes,no,yes,no,no,no
3581,no,no,no,no,yes,no,no,yes
3582,no,no,no,no,no,no,no,no
3583,no,no,yes,no,no,no,no,no
3584,no,no,yes,no,yes,no,yes,yes
3585,no,no,no,no,no,no,no,no
3586,no,no,yes,no,yes,no,no,no
3587,no,no,no,no,yes,no,no,yes
3588,no,no,no,no,no,no,no,no
3589,no,no,no,no,yes,no,no,yes
3590,no,no,no,no,no,no,no,no
3591,no,no,no,no,no,no,no,no
3592,no,no,yes,no,yes,no,no,yes
3593,no,no,yes,no,no,no,yes,no
3594,no,no,yes,no,yes,no,no,yes
3595,no,no,yes,yes,yes,yes,yes,yes
3596,no,no,no,no,no,no,no,no
3597,no,no,no,no,no,no,no,no
3598,no,no,yes,no,yes,no,no,no
3599,no,no,no,no,no,no,no,no
3600,no,no,no,no,no,no,no,no
3601,no,no,yes,no,yes,no,no,yes
3602,no,no,yes,no,yes,no,yes,yes
3603,no,no,yes,yes,yes,yes,yes,yes
3604,no,no,no,no,no,no,no,no
3605,no,no,no,no,yes,no,no,yes
3606,no,no,yes,no,no,no,no,yes
3607,no,no,no,no,no,no,no,no
3608,no,no,yes,no,yes,no,no,yes
3609,no,no,yes,no,yes,no,no,yes
3610,no,no,yes,no,yes,no,no,yes
3611,no,no,yes,no,yes,no,no,no
3612,no,no,yes,no,yes,no,no,yes
3613,no,no,yes,no,no,no,no,no
3614,no,no,no,no,yes,no,no,no
3615,no,no,yes,no,no,no,no,yes
3616,no,no,no,no,no,no,no,no
3617,no,no,no,no,no,no,yes,no
3618,no,no,yes,no,yes,no,no,yes
3619,no,no,yes,no,yes,no,no,yes
3620,no,no,yes,no,yes,no,yes,yes
3621,no,no,no,no,no,no,no,no
3622,no,no,no,no,no,no,no,no
3623,no,no,no,no,no,no,no,no
3624,no,no,yes,no,yes,no,no,no
3625,no,no,yes,no,yes,no,no,yes
3626,no,no,yes,no,yes,no,no,yes
3627,no,no,yes,no,yes,no,no,yes
3628,no,no,yes,no,yes,no,no,yes
3629,no,no,no,no,yes,no,no,yes
3630,no,no,yes,no,yes,no,no,no
3631,no,no,yes,no,yes,no,no,yes
3632,no,no,no,no,yes,no,no,no
3633,no,no,yes,no,yes,no,no,yes
3634,no,no,yes,no,yes,no,no,yes
3635,no,no,yes,no,no,no,no,no
3636,no,no,no,no,yes,no,no,yes
3637,no,no,yes,no,yes,no,no,yes
3638,no,no,no,no,no,no,no,no
3639,no,no,yes,no,yes,no,no,yes
3640,no,no,yes,no,no,no,no,no
3641,no,no,yes,no,yes,no,no,yes
3642,no,no,no,no,yes,no,no,yes
3643,no,no,yes,no,yes,no,no,yes
3644,no,no,yes,no,yes,no,no,yes
3645,no,no,no,no,no,no,no,yes
3646,no,no,yes,no,yes,no,no,yes
3647,no,no,no,no,yes,no,no,no
3648,no,no,no,no,no,no,no,yes
3649,no,no,no,no,yes,no,no,no
3650,no,no,yes,yes,yes,yes,yes,yes
3651,no,no,no,no,no,no,no,yes
3652,no,no,no,no,yes,no,no,no
3653,no,no,yes,no,yes,no,no,yes
3654,no,no,yes,no,no,no,no,yes
3655,no,no,yes,no,yes,no,yes,yes
3656,no,no,no,no,no,no,no,no
3657,no,no,no,no,no,no,no,no
3658,no,no,no,no,no,no,no,no
3659,no,no,no,no,yes,no,no,yes
3660,no,no,yes,no,yes,no,no,yes
3661,no,no,no,no,no,no,no,no
3662,no,no,no,no,no,no,no,no
3663,no,no,no,no,no,no,no,no
3664,no,no,yes,no,yes,no,no,yes
3665,no,no,yes,no,yes,no,no,yes
3666,no,no,no,no,yes,no,no,yes
3667,no,no,no,no,no,no,no,no
3668,no,no,yes,no,yes,no,no,yes
3669,no,no,yes,no,no,no,yes,no
3670,no,no,yes,yes,yes,yes,yes,yes
3671,no,no,yes,no,no,no,no,no
3672,no,no,yes,no,yes,no,yes,yes
3673,no,no,yes,no,yes,no,no,yes
3674,no,no,no,no,no,no,no,no
3675,no,no,yes,no,yes,no,no,yes
3676,no,no,no,no,no,no,no,no
3677,no,no,yes,no,yes,no,no,yes
3678,no,no,no,no,yes,no,no,yes
3679,no,no,yes,no,yes,no,no,no
3680,no,no,no,no,no,no,no,no
3681,no,no,no,no,yes,no,no,no
3682,no,no,no,no,yes,no,no,yes
3683,no,no,no,no,no,no,no,no
3684,no,no,yes,yes,yes,yes,no,no
3685,no,no,yes,no,no,no,no,no
3686,no,no,yes,no,no,no,no,no
3687,no,no,yes,no,yes,no,no,yes
3688,no,no,no,no,no,no,no,no
3689,no,no,no,no,no,no,no,no
3690,no,no,no,no,yes,no,no,yes
3691,no,no,no,no,yes,no,no,yes
3692,no,no,yes,no,yes,no,no,yes
3693,no,no,no,no,no,no,no,no
3694,no,no,yes,yes,no,yes,yes,no
3695,no,no,yes,no,yes,no,no,yes
3696,no,no,yes,yes,no,yes,yes,no
3697,no,no,yes,no,yes,no,no,yes
3698,yes,no,yes,no,no,no,no,no
3699,no,no,no,no,no,no,no,no
3700,no,no,yes,no,yes,no,no,no
3701,no,no,yes,no,yes,no,no,yes
3702,no,no,no,no,no,no,no,yes
3703,no,no,no,no,no,no,yes,no
3704,no,no,no,no,no,no,no,no
3705,no,no,no,no,no,no,no,no
3706,no,no,yes,no,no,no,no,no
3707,no,no,no,no,no,no,no,yes
3708,no,no,yes,no,yes,no,no,yes
3709,no,no,no,no,yes,no,no,yes
3710,no,no,yes,no,yes,no,no,no
3711,no,no,no,no,no,no,no,no
3712,no,no,no,no,no,no,no,no
3713,no,no,yes,no,yes,no,no,yes
3714,no,no,no,no,no,no,no,no
3715,no,no,yes,no,yes,no,no,no
3716,no,no,no,no,no,no,no,no
3717,no,no,yes,no,yes,no,no,yes
3718,no,no,yes,no,no,no,no,no
3719,no,no,yes,no,yes,no,no,yes
3720,no,no,yes,no,no,no,no,no
3721,no,no,no,no,no,no,no,no
3722,no,no,yes,no,yes,no,no,no
3723,no,no,yes,no,yes,no,no,yes
3724,no,no,no,no,yes,no,no,yes
3725,no,no,no,no,no,no,no,no
3726,no,no,no,no,yes,no,no,yes
3727,no,no,no,no,no,no,no,no
3728,no,no,no,no,yes,no,no,yes
3729,no,no,no,no,yes,no,no,yes
3730,no,no,yes,no,yes,no,yes,no
3731,no,no,no,no,yes,no,no,yes
3732,no,no,no,no,no,no,no,no
3733,no,no,no,no,no,no,no,no
3734,no,no,no,no,yes,no,no,yes
3735,no,no,no,no,yes,no,no,no
3736,no,no,no,no,no,no,yes,no
3737,no,no,no,no,no,no,no,no
3738,no,no,yes,no,yes,no,no,yes
3739,no,no,yes,no,yes,no,no,yes
3740,no,no,yes,no,yes,no,no,yes
3741,no,no,no,no,yes,no,no,yes
3742,no,no,no,no,no,no,no,no
3743,no,no,yes,no,yes,no,no,yes
3744,no,no,no,no,no,no,no,no
3745,no,no,no,no,no,no,no,no
3746,no,no,no,no,no,no,no,no
3747,no,no,yes,no,no,no,no,no
3748,no,no,yes,no,yes,no,no,yes
3749,no,no,yes,no,yes,no,no,yes
3750,no,no,no,no,no,no,no,no
3751,no,no,no,no,no,no,no,no
3752,no,no,yes,no,no,no,no,no
3753,no,no,yes,no,no,no,no,no
3754,no,no,no,no,no,no,no,no
3755,no,no,no,no,no,no,no,no
3756,no,no,yes,no,yes,no,no,no
3757,no,no,yes,no,yes,no,no,yes
3758,no,no,yes,no,yes,no,no,yes
3759,no,no,yes,no,yes,no,no,yes
3760,no,no,no,no,yes,no,no,yes
3761,no,no,yes,yes,no,yes,yes,yes
3762,no,no,no,no,no,no,yes,no
3763,no,no,yes,no,yes,no,no,yes
3764,no,no,no,no,no,no,no,no
3765,no,no,no,no,yes,no,no,yes
3766,no,no,yes,no,yes,no,no,no
3767,no,no,no,no,yes,no,yes,no
3768,no,no,no,no,no,no,no,no
3769,no,no,yes,no,yes,no,no,yes
3770,no,no,yes,no,no,no,no,yes
3771,no,no,yes,no,yes,no,yes,yes
3772,no,no,no,no,no,no,no,no
3773,no,no,yes,no,yes,no,no,yes
3774,no,no,no,no,no,no,no,yes
3775,no,no,yes,no,no,no,no,no
3776,no,no,no,no,yes,no,no,yes
3777,no,no,yes,no,no,no,no,no
3778,no,no,yes,no,yes,no,no,yes
3779,no,no,yes,no,no,no,no,no
3780,no,no,yes,no,yes,no,no,yes
3781,no,no,no,no,yes,no,no,no
3782,no,no,yes,no,yes,no,no,no
3783,no,no,yes,no,no,no,no,no
3784,no,no,no,no,yes,no,no,no
3785,no,no,no,no,no,no,no,yes
3786,no,no,no,no,no,no,no,no
3787,no,no,no,no,no,no,no,no
3788,no,no,no,no,no,no,no,no
3789,no,no,yes,no,yes,no,no,yes
3790,no,no,yes,no,no,no,no,no
3791,no,no,no,no,yes,no,no,no
3792,no,no,yes,no,yes,no,yes,yes
3793,no,no,yes,no,no,no,no,no
3794,no,no,no,no,no,no,no,no
3795,no,no,no,no,no,no,no,no
3796,no,no,yes,no,yes,no,no,no
3797,no,no,no,no,yes,no,no,yes
3798,no,no,yes,yes,no,yes,yes,yes
3799,no,no,yes,no,yes,no,yes,yes
3800,no,no,yes,no,yes,no,no,yes
3801,no,no,no,no,no,no,no,no
3802,no,no,no,no,yes,no,no,yes
3803,no,no,no,no,no,no,no,no
3804,no,no,yes,no,no,no,no,no
3805,no,no,yes,no,yes,no,no,yes
3806,no,no,no,no,no,no,no,no
3807,no,no,no,no,no,no,no,no
3808,no,no,yes,no,yes,no,no,yes
3809,no,no,no,no,no,no,no,no
3810,no,no,no,no,no,no,no,no
3811,no,no,yes,no,no,no,no,no
3812,no,no,no,no,no,no,no,no
3813,no,no,no,no,no,no,no,no
3814,no,no,no,no,no,no,no,no
3815,no,no,yes,no,no,no,no,no
3816,no,no,yes,no,yes,no,no,yes
3817,no,no,no,no,no,no,no,yes
3818,no,no,yes,no,no,no,no,no
3819,no,no,yes,no,yes,no,no,yes
3820,no,no,yes,no,yes,no,no,yes
3821,no,no,no,no,no,no,no,no
3822,no,no,yes,yes,no,yes,yes,yes
3823,no,no,no,no,no,no,no,no
3824,no,no,yes,no,yes,no,no,yes
3825,no,no,no,no,no,no,no,no
3826,no,no,no,no,no,no,no,yes
3827,no,no,no,no,no,no,no,no
3828,no,no,yes,no,no,no,no,no
3829,no,no,no,no,yes,no,no,no
3830,no,no,no,no,no,no,no,no
3831,no,no,yes,no,yes,no,no,yes
3832,no,no,yes,no,yes,no,no,no
3833,no,no,no,no,no,no,no,no
3834,no,no,no,no,no,no,no,no
3835,no,no,no,no,no,no,no,no
3836,no,no,yes,no,yes,no,no,yes
3837,no,no,yes,no,yes,no,no,yes
3838,no,no,yes,no,yes,no,no,yes
3839,no,no,no,no,no,no,no,no
3840,no,no,no,no,no,no,no,no
3841,no,no,yes,no,no,no,no,yes
3842,no,no,no,no,no,no,no,no
3843,no,no,no,no,yes,no,no,yes
3844,no,no,no,no,no,no,no,no
3845,no,no,no,yes,no,yes,yes,yes
3846,no,no,yes,no,yes,no,no,no
3847,no,no,yes,no,no,no,no,no
3848,no,no,no,no,no,no,no,no
3849,no,no,yes,no,yes,no,no,yes
3850,no,no,no,no,no,no,no,no
3851,no,no,yes,yes,no,yes,yes,yes
3852,no,no,no,no,no,no,no,no
3853,no,no,no,no,yes,no,no,yes
3854,no,no,yes,no,no,no,no,yes
3855,no,no,no,no,no,no,no,no
3856,no,no,no,no,no,no,no,no
3857,no,no,no,no,no,no,no,no
3858,no,no,yes,no,yes,no,no,no
3859,no,no,no,no,yes,no,no,no
3860,no,no,no,no,no,no,no,no
3861,no,no,yes,no,no,no,no,yes
3862,no,no,yes,yes,yes,yes,yes,yes
3863,no,no,no,no,no,no,no,no
3864,no,no,no,no,yes,no,no,yes
3865,no,no,yes,no,yes,no,no,yes
3866,no,no,no,no,yes,no,no,yes
3867,no,no,no,no,no,no,no,no
3868,no,no,yes,no,yes,no,no,no
3869,no,no,no,no,no,no,no,yes
3870,no,no,no,no,no,no,no,no
3871,no,no,yes,no,no,no,no,no
3872,no,no,no,no,no,no,no,no
3873,no,no,yes,yes,yes,yes,yes,yes
3874,no,no,yes,no,yes,no,no,yes
3875,no,no,yes,no,no,no,no,no
3876,no,no,yes,no,no,no,no,yes
3877,no,no,no,no,no,no,no,no
3878,no,no,yes,no,yes,no,no,no
3879,no,no,yes,no,no,no,no,no
3880,no,no,yes,no,yes,no,no,yes
3881,no,no,yes,no,yes,no,no,yes
3882,no,no,no,no,no,no,no,no
3883,no,no,no,no,yes,no,no,yes
3884,no,no,yes,no,yes,no,no,yes
3885,no,no,yes,no,yes,no,no,yes
3886,no,no,yes,no,no,no,no,no
3887,no,no,no,no,yes,no,no,no
3888,no,no,no,no,no,no,no,no
3889,no,no,no,no,yes,no,no,yes
3890,no,no,no,no,no,no,no,no
3891,no,no,yes,no,yes,no,no,yes
3892,no,no,no,no,yes,no,no,yes
3893,no,no,no,no,no,no,no,yes
3894,no,no,no,no,no,no,no,no
3895,no,no,yes,no,no,no,no,no
3896,no,no,no,no,no,no,yes,no
3897,no,no,no,no,no,no,no,no
3898,no,no,yes,no,no,no,no,no
3899,no,no,no,no,no,no,no,no
3900,no,no,no,no,yes,no,no,yes
3901,no,no,yes,no,yes,no,no,no
3902,no,no,yes,no,no,no,no,no
3903,no,no,yes,no,no,no,no,no
3904,no,no,no,no,no,no,no,no
3905,no,no,yes,no,yes,no,no,yes
3906,no,no,no,no,yes,no,no,yes
3907,no,no,yes,no,yes,no,no,yes
3908,no,no,yes,no,yes,no,no,no
3909,no,no,yes,yes,yes,yes,yes,yes
3910,no,no,yes,no,yes,no,no,yes
3911,no,no,yes,no,yes,no,no,yes
3912,no,no,no,no,no,no,no,no
3913,no,no,no,no,no,no,no,no
3914,no,no,no,no,no,no,no,no
3915,no,no,no,no,yes,no,no,yes
3916,no,no,no,no,no,no,no,no
3917,no,no,no,no,no,no,no,no
3918,no,no,yes,no,yes,no,no,yes
3919,no,no,yes,no,yes,no,no,yes
3920,no,no,yes,no,yes,no,no,yes
3921,no,no,yes,no,no,no,no,no
3922,no,no,yes,no,no,no,no,yes
3923,no,no,yes,no,yes,no,yes,no
3924,no,no,yes,no,no,no,no,no
3925,no,no,yes,no,no,no,no,no
3926,no,no,yes,no,no,no,no,no
3927,no,no,yes,yes,yes,yes,yes,yes
3928,no,no,no,no,no,no,no,no
3929,no,no,no,no,no,no,no,no
3930,no,no,yes,no,yes,no,no,yes
3931,no,no,yes,no,yes,no,no,yes
3932,no,no,yes,yes,no,yes,yes,yes
3933,no,no,yes,no,yes,no,no,yes
3934,no,no,yes,no,no,no,no,no
3935,no,no,yes,no,yes,no,no,yes
3936,no,no,no,no,no,no,no,no
3937,no,no,yes,no,no,no,no,no
3938,no,no,yes,no,yes,no,no,yes
3939,no,no,yes,no,yes,no,no,no
3940,no,no,no,no,no,no,no,no
3941,no,no,yes,no,no,no,no,no
3942,no,no,yes,yes,no,yes,no,no
3943,no,no,no,no,no,no,no,no
3944,no,no,yes,no,no,no,no,no
3945,no,no,no,no,no,no,no,no
3946,no,no,no,no,yes,no,no,yes
3947,no,no,yes,no,yes,no,no,yes
3948,no,no,no,no,no,no,no,no
3949,no,no,yes,no,yes,no,no,no
3950,no,no,yes,no,no,no,no,no
3951,no,no,no,no,no,no,no,no
3952,no,no,no,no,no,no,no,no
3953,no,no,yes,yes,yes,yes,yes,yes
3954,no,no,yes,no,yes,no,no,no
3955,no,no,no,no,no,no,no,no
3956,no,no,yes,no,yes,no,no,yes
3957,no,no,no,no,yes,no,no,yes
3958,no,no,yes,no,yes,no,no,yes
3959,no,no,yes,no,no,no,no,no
3960,no,no,no,no,no,no,no,yes
3961,no,no,no,no,no,no,no,no
3962,no,no,yes,no,no,no,no,no
3963,no,no,yes,no,yes,no,no,yes
3964,no,no,yes,no,yes,no,no,yes
3965,no,no,no,no,no,no,no,yes
3966,no,no,no,no,no,no,no,no
3967,no,no,no,no,yes,no,no,yes
3968,no,no,no,no,no,no,no,no
3969,no,no,yes,no,no,no,no,no
3970,no,no,yes,no,no,no,no,no
3971,no,no,yes,yes,no,yes,yes,yes
3972,no,no,no,no,no,no,yes,no
3973,no,no,no,no,yes,no,no,yes
3974,no,no,yes,no,no,no,no,no
3975,no,no,yes,no,yes,no,no,yes
3976,no,no,no,no,no,no,no,no
3977,no,no,no,no,yes,no,yes,yes
3978,no,no,no,no,yes,no,no,yes
3979,no,no,yes,no,yes,no,no,yes
3980,no,no,yes,no,yes,no,no,yes
3981,no,no,no,no,no,no,no,no
3982,no,no,yes,no,yes,no,no,no
3983,no,no,yes,no,yes,no,no,yes
3984,no,no,no,no,no,no,no,no
3985,no,no,no,no,no,no,no,no
3986,no,no,yes,no,yes,no,no,no
3987,no,no,yes,yes,yes,yes,yes,yes
3988,no,no,yes,no,no,no,no,no
3989,no,no,yes,no,yes,no,no,no
3990,no,no,yes,no,yes,no,no,no
3991,no,no,yes,no,yes,no,no,yes
3992,no,no,no,no,no,no,no,no
3993,no,no,no,no,no,no,no,no
3994,no,no,no,no,no,no,no,no
3995,no,no,no,no,no,no,no,no
3996,no,no,yes,no,no,no,no,no
3997,no,no,yes,no,yes,no,yes,yes
3998,no,no,yes,no,no,no,no,no
3999,no,no,no,no,no,no,no,no
4000,no,no,no,no,yes,no,no,yes
4001,no,no,no,no,yes,no,no,yes
4002,no,no,yes,no,no,no,no,no
4003,no,no,yes,no,yes,no,no,no
4004,no,no,yes,no,yes,no,no,yes
4005,no,no,yes,no,yes,no,no,yes
4006,no,no,yes,no,no,no,no,no
4007,no,no,yes,no,no,no,yes,yes
4008,no,no,yes,yes,no,yes,yes,yes
4009,no,no,no,no,no,no,no,no
4010,no,no,no,no,no,no,no,no
4011,no,no,yes,no,no,no,no,no
4012,no,no,yes,yes,yes,yes,yes,yes
4013,no,no,no,no,yes,no,no,yes
4014,no,no,yes,no,yes,no,no,yes
4015,no,no,yes,no,yes,no,no,no
4016,no,no,no,no,no,no,no,no
4017,no,no,yes,no,yes,no,no,yes
4018,no,no,no,no,no,no,no,yes
4019,no,no,yes,no,no,no,no,no
4020,no,no,no,no,no,no,no,no
4021,no,no,no,no,yes,no,yes,yes
4022,no,no,yes,no,no,no,no,no
4023,no,no,no,no,no,no,no,no
4024,no,no,yes,no,yes,no,no,yes
4025,no,no,yes,no,no,no,no,no
4026,no,no,yes,no,no,no,no,no
4027,no,no,yes,no,yes,no,no,yes
4028,no,no,yes,no,yes,no,no,no
4029,no,no,no,no,yes,no,no,no
4030,no,no,no,no,no,no,no,no
4031,no,no,yes,yes,no,yes,yes,no
4032,no,no,no,no,no,no,yes,no
4033,no,no,no,no,no,no,no,no
4034,no,no,yes,no,no,no,no,no
4035,no,no,yes,yes,yes,yes,yes,yes
4036,no,no,yes,yes,yes,yes,yes,yes
4037,no,no,yes,no,no,no,no,no
4038,no,no,no,no,no,no,no,no
4039,no,no,yes,no,no,no,no,no
4040,no,no,no,no,no,no,no,no
4041,no,no,yes,no,no,no,no,no
4042,no,no,yes,no,yes,no,no,yes
4043,no,no,no,no,no,no,no,no
4044,no,no,yes,no,no,no,no,no
4045,no,no,yes,yes,no,yes,yes,yes
4046,no,no,no,no,no,no,no,no
4047,no,no,yes,no,no,no,no,no
4048,no,no,yes,no,yes,no,no,yes
4049,no,no,yes,no,no,no,no,yes
4050,no,no,yes,no,no,no,no,no
4051,no,no,yes,no,no,no,no,no
4052,no,no,no,no,no,no,no,no
4053,no,no,yes,yes,no,yes,yes,yes
4054,no,no,yes,no,yes,no,no,no
4055,no,no,yes,no,no,no,no,no
4056,no,no,no,no,no,no,no,yes
4057,no,no,no,no,no,no,no,no
4058,no,no,no,no,yes,no,no,yes
4059,no,no,no,no,no,no,no,no
4060,no,no,no,no,no,no,no,no
4061,no,no,no,no,no,no,no,no
4062,no,no,yes,no,yes,no,no,no
4063,no,no,yes,no,no,no,no,no
4064,no,no,no,no,yes,no,no,no
4065,no,no,no,no,no,no,no,no
4066,no,no,no,no,no,no,no,no
4067,no,no,yes,no,yes,no,no,yes
4068,no,no,no,no,no,no,yes,no
4069,no,no,yes,no,yes,no,no,yes
4070,no,no,yes,no,no,no,no,no
4071,no,no,no,no,no,no,no,no
4072,no,no,yes,yes,no,yes,yes,yes
4073,no,no,yes,no,yes,no,no,yes
4074,no,no,no,no,no,no,yes,no
4075,no,no,no,no,no,no,no,no
4076,no,no,no,no,no,no,no,no
4077,no,no,yes,no,no,no,no,no
4078,no,no,no,no,yes,no,no,yes
4079,no,no,no,no,yes,no,no,yes
4080,no,no,yes,no,yes,no,no,yes
4081,no,no,yes,no,yes,no,no,yes
4082,no,no,no,no,yes,no,no,yes
4083,no,no,no,no,no,no,no,no
4084,no,no,yes,no,no,no,no,no
4085,no,no,yes,no,yes,no,no,yes
4086,no,no,no,no,no,no,no,no
4087,no,no,no,no,no,no,no,no
4088,no,no,yes,no,yes,no,no,yes
4089,no,no,yes,no,yes,no,no,yes
4090,no,no,yes,no,yes,no,no,no
4091,no,no,no,no,yes,no,no,yes
4092,no,no,yes,no,yes,no,no,no
4093,no,no,no,no,no,no,no,no
4094,no,no,yes,no,yes,no,no,no
4095,no,no,yes,no,yes,no,no,yes
4096,no,no,no,no,no,no,no,no
4097,no,no,yes,no,no,no,no,no
4098,no,no,yes,no,yes,no,no,no
4099,no,no,yes,no,yes,no,no,yes
4100,no,no,no,no,yes,no,no,yes
4101,no,no,no,no,no,no,no,no
4102,no,no,yes,no,no,no,no,yes
4103,no,no,yes,no,yes,no,no,yes
