,N0_7muVerMo,SubjVertMo,QGVertMotion,CombVerMo,AreaMeso_ALS,SatContMoist,RaoContMoist,CombMoisture,AreaMoDryAir,VISCloudCov,IRCloudCover,CombClouds,CldShadeOth,AMInstabMt,InsInMt,WndHodograph,OutflowFrMt,MorningBound,Boundaries,CldShadeConv,CompPlFcst,CapChange,LoLevMoistAd,InsChange,MountainFcst,Date,Scenario,ScenRelAMCIN,MorningCIN,AMCINInScen,CapInScen,ScenRelAMIns,LIfr12ZDENSd,AMDewptCalPl,AMInsWliScen,InsSclInScen,ScenRel3_4,LatestCIN,LLIW,CurPropConv,ScnRelPlFcst,PlainsFcst,N34StarFcst,R5Fcst,Dewpoints,LowLLapse,MeanRH,MidLLapse,MvmtFeatures,RHRatio,SfcWndShfDis,SynForcng,TempDis,WindAloft,WindFieldMt,WindFieldPln
712,WeakUp,Down,Neutral,Neutral,Neutral,Dry,Dry,Neutral,Neutral,PC,PC,PC,PC,Strong,Strong,Other,None,Strong,Weak,None,LittleChange,LittleChange,Neutral,Decreasing,XNIL,May15_Jun14,I,CThruK,PartInhibit,Average,Average,ABI,N1GtLIGt_4,Neutral,Average,Average,HI,PartInhibit,Weak,None,I,XNIL,XNIL,XNIL,LowMtsHighPl,CloseToDryAd,Average,CloseToDryAd,OtherRapid,DryMMoistL,E_W_S,SigNegative,QStationary,SWQuad,Westerly,E_NE
713,Neutral,StronUp,Down,WeakUp,WeakUp,Neutral,Wet,VeryWet,VeryWet,Cloudy,PC,Cloudy,Cloudy,Weak,Weak,StrongWest,Strong,None,Strong,Some,IncCapDecIns,Increasing,WeakPos,Increasing,XNIL,May15_Jun14,I,CThruK,Stifling,Average,MoreThanAve,ABI,N1GtLIGt_4,Stability,LessUnstable,LessUnstable,HI,PartInhibit,Moderate,Moderate,I,XNIL,XNIL,XNIL,LowSHighN,ModerateOrLe,Average,Steep,MarkedUpper,Other,E_W_S,NegToPos,QStationary,LV,Westerly,E_NE
714,WeakUp,WeakUp,WeakUp,WeakUp,WeakUp,Neutral,Neutral,Wet,VeryWet,Clear,Clear,Clear,PC,Weak,Weak,DCVZFavor,None,None,None,Some,IncCapDecIns,Increasing,Neutral,Increasing,XNIL,Jul2_Jul15,E,CThruK,PartInhibit,LessThanAve,MoreThanAve,CDEJ,N5GtLIGt_8,Stability,LessUnstable,LessUnstable,ACEFK,Stifling,Moderate,None,E,XNIL,XNIL,XNIL,LowAtStation,CloseToDryAd,Average,ModerateOrLe,NoMajor,MoistMDryL,Other,PosToNeg,None,SWQuad,Westerly,WidespdDnsl
715,WeakUp,Down,Neutral,Down,Down,Wet,VeryWet,VeryWet,Wet,PC,PC,PC,Clear,Weak,Strong,StrongWest,Strong,Strong,Strong,Marked,IncCapDecIns,Increasing,Negative,LittleChange,SIG,Jul16_Aug10,I,CThruK,PartInhibit,LessThanAve,Average,ABI,N5GtLIGt_8,Neutral,Average,Average,HI,Stifling,Weak,None,I,XNIL,XNIL,SIG,LowSHighN,CloseToDryAd,Average,Steep,StrongFront,DryMMoistL,MovingFtorOt,PosToNeg,Moving,AllElse,Westerly,DenvCyclone
716,WeakUp,Neutral,WeakUp,Neutral,Neutral,Neutral,Neutral,Dry,Dry,Clear,PC,Clear,Clear,None,Weak,DCVZFavor,Weak,Strong,Weak,None,IncCapDecIns,Increasing,WeakPos,Increasing,XNIL,Jul2_Jul15,I,CThruK,Stifling,Average,Average,ABI,N1GtLIGt_4,Stability,Average,Average,HI,PartInhibit,Weak,Slight,I,XNIL,XNIL,XNIL,LowSHighN,ModerateOrLe,Dry,Steep,NoMajor,Other,MovingFtorOt,SigPositive,QStationary,LV,Westerly,LV
717,WeakUp,Neutral,Neutral,WeakUp,WeakUp,Neutral,Neutral,Wet,Wet,Clear,PC,Clear,Clear,Strong,Strong,Other,None,Strong,Weak,Some,IncCapDecIns,Increasing,WeakPos,LittleChange,XNIL,Jul16_Aug10,B,AB,PartInhibit,LessThanAve,LessThanAve,ABI,N5GtLIGt_8,Stability,Average,Average,B,None,Moderate,Strong,B,SIG,SIG,SIG,LowSHighN,Stable,VeryMoist,ModerateOrLe,NoMajor,DryMMoistL,None,LittleChange,None,NWQuad,Westerly,SEQuad
718,WeakUp,StronUp,StrongUp,StrongUp,StrongUp,Wet,Neutral,Neutral,Wet,Clear,PC,Clear,Cloudy,None,None,DCVZFavor,None,None,None,None,LittleChange,LittleChange,Neutral,LittleChange,XNIL,May15_Jun14,B,AB,Stifling,MoreThanAve,MoreThanAve,ABI,N5GtLIGt_8,Instability,MoreUnstable,MoreUnstable,B,PartInhibit,Moderate,Slight,B,XNIL,SIG,SIG,HighEvrywher,ModerateOrLe,Average,Steep,NoMajor,Other,DenvCyclone,SigPositive,Moving,AllElse,LVorOther,DenvCyclone
719,WeakUp,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Dry,Dry,Clear,PC,PC,PC,None,Weak,DCVZFavor,Strong,Strong,Weak,Some,IncCapDecIns,Increasing,Negative,Decreasing,XNIL,Jul16_Aug10,F,CThruK,PartInhibit,Average,MoreThanAve,F,N1GtLIGt_4,Instability,MoreUnstable,Average,ACEFK,PartInhibit,Moderate,Strong,F,XNIL,XNIL,XNIL,HighEvrywher,ModerateOrLe,VeryMoist,ModerateOrLe,NoMajor,Other,None,SigNegative,None,AllElse,LVorOther,LV
720,WeakUp,Neutral,Down,Neutral,Neutral,Dry,Neutral,Wet,Neutral,Clear,Clear,Clear,Clear,None,None,Westerly,None,None,Weak,None,LittleChange,LittleChange,Neutral,LittleChange,XNIL,May15_Jun14,A,AB,Stifling,Average,Average,ABI,N5GtLIGt_8,Instability,MoreUnstable,MoreUnstable,ACEFK,PartInhibit,Unfavorable,None,A,SVR,SVR,SVR,HighEvrywher,Stable,Average,Steep,MarkedUpper,Other,DenvCyclone,SigNegative,Other,SWQuad,Westerly,SEQuad
721,Neutral,Down,Down,Down,Down,Neutral,Dry,Neutral,Neutral,PC,PC,Cloudy,Cloudy,Weak,Strong,DCVZFavor,Strong,None,Strong,Some,IncCapDecIns,Increasing,Negative,Decreasing,XNIL,Jul2_Jul15,G,CThruK,PartInhibit,LessThanAve,MoreThanAve,G,N1GtLIGt_4,Stability,Average,LessUnstable,GJ,None,Strong,Moderate,G,XNIL,XNIL,XNIL,LowEvrywhere,CloseToDryAd,Dry,CloseToDryAd,NoMajor,MoistMDryL,E_W_N,NegToPos,None,LV,Westerly,WidespdDnsl
722,Down,Neutral,Down,Neutral,Neutral,Neutral,Neutral,Neutral,Wet,PC,PC,PC,PC,None,None,DCVZFavor,None,None,None,None,IncCapDecIns,Increasing,WeakPos,Increasing,XNIL,Aug20_Sep15,I,CThruK,PartInhibit,Average,Average,ABI,N1GtLIGt_4,Neutral,LessUnstable,LessUnstable,HI,Stifling,Moderate,Slight,I,XNIL,XNIL,XNIL,LowSHighN,ModerateOrLe,Average,CloseToDryAd,NoMajor,Other,DenvCyclone,NegToPos,Moving,AllElse,Westerly,LV
723,WeakUp,Neutral,Neutral,WeakUp,WeakUp,Neutral,Neutral,Neutral,Neutral,Clear,Clear,Clear,Clear,Strong,Strong,Westerly,Weak,None,Weak,Some,IncCapDecIns,Increasing,Negative,Decreasing,XNIL,May15_Jun14,A,AB,PartInhibit,LessThanAve,MoreThanAve,ABI,N1GtLIGt_4,Neutral,Average,Average,ACEFK,None,Weak,Strong,A,SIG,SVR,SVR,Other,Stable,Dry,Steep,MarkedUpper,DryMMoistL,DenvCyclone,PosToNeg,QStationary,SWQuad,Westerly,DenvCyclone
724,Down,StronUp,Neutral,Neutral,Neutral,Neutral,Wet,Wet,Neutral,PC,PC,PC,Clear,Strong,Strong,Westerly,Weak,None,Weak,None,IncCapDecIns,Increasing,Negative,Decreasing,SIG,May15_Jun14,G,CThruK,PartInhibit,Average,MoreThanAve,G,N5GtLIGt_8,Neutral,MoreUnstable,MoreUnstable,GJ,None,Moderate,Strong,G,SIG,SIG,SIG,LowEvrywhere,CloseToDryAd,Average,CloseToDryAd,MarkedUpper,MoistMDryL,DryLine,LittleChange,None,AllElse,Westerly,LongAnticyc
725,WeakUp,Neutral,Neutral,WeakUp,WeakUp,Neutral,Neutral,Neutral,Neutral,Clear,Clear,Clear,Clear,Strong,Strong,DCVZFavor,Strong,Weak,Weak,Some,LittleChange,LittleChange,Neutral,LittleChange,XNIL,Jul16_Aug10,J,CThruK,PartInhibit,Average,LessThanAve,CDEJ,N1GtLIGt_4,Instability,MoreUnstable,MoreUnstable,GJ,PartInhibit,Moderate,None,J,XNIL,XNIL,XNIL,LowAtStation,Stable,Dry,Steep,NoMajor,MoistMDryL,DryLine,LittleChange,Other,LV,LVorOther,LV
726,WeakUp,Neutral,Down,Neutral,Neutral,Dry,Dry,Wet,Wet,Clear,PC,Clear,Clear,Strong,Strong,DCVZFavor,Strong,Weak,Strong,Marked,IncCapDecIns,Increasing,Negative,Decreasing,SIG,Aug20_Sep15,J,CThruK,Stifling,Average,MoreThanAve,CDEJ,LIGt0,Stability,LessUnstable,LessUnstable,GJ,Stifling,Weak,None,J,XNIL,XNIL,SIG,LowMtsHighPl,Steep,Average,CloseToDryAd,NoMajor,MoistMDryL,None,LittleChange,None,LV,LVorOther,LV
727,Down,StronUp,Down,Down,Down,Neutral,Neutral,Neutral,Neutral,Clear,Clear,Clear,Clear,Strong,Strong,Other,None,None,Weak,None,LittleChange,LittleChange,Negative,Decreasing,XNIL,Aug11_Aug20,K,CThruK,PartInhibit,Average,Average,K,N1GtLIGt_4,Stability,MoreUnstable,MoreUnstable,ACEFK,PartInhibit,Moderate,Slight,K,XNIL,XNIL,XNIL,Other,Stable,Dry,ModerateOrLe,StrongFront,Other,Other,LittleChange,Other,AllElse,Westerly,WidespdDnsl
728,Neutral,WeakUp,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Cloudy,PC,Cloudy,Cloudy,Weak,Strong,DCVZFavor,Weak,Weak,Weak,Marked,LittleChange,LittleChange,Negative,LittleChange,SIG,Aug11_Aug20,A,AB,PartInhibit,LessThanAve,LessThanAve,ABI,N1GtLIGt_4,Stability,LessUnstable,Average,ACEFK,TotalInhibit,Moderate,Moderate,A,SVR,SVR,SVR,Other,ModerateOrLe,VeryMoist,ModerateOrLe,MarkedUpper,Other,MovingFtorOt,SigNegative,Other,SWQuad,Westerly,SEQuad
729,Neutral,Neutral,WeakUp,WeakUp,WeakUp,Wet,Dry,Neutral,Wet,Clear,PC,PC,PC,None,None,Westerly,None,Strong,Strong,None,LittleChange,LittleChange,Negative,LittleChange,XNIL,May15_Jun14,G,CThruK,Stifling,MoreThanAve,MoreThanAve,G,N1GtLIGt_4,Instability,Average,Average,GJ,PartInhibit,Unfavorable,None,G,XNIL,XNIL,XNIL,LowAtStation,CloseToDryAd,Dry,CloseToDryAd,NoMajor,MoistMDryL,DenvCyclone,SigNegative,None,SWQuad,Westerly,LV
730,StrongUp,Neutral,Neutral,StrongUp,StrongUp,Dry,Neutral,Wet,Wet,PC,Clear,PC,Cloudy,None,None,StrongWest,None,Weak,None,None,LittleChange,LittleChange,Neutral,Decreasing,XNIL,Aug20_Sep15,E,CThruK,Stifling,Average,Average,CDEJ,N1GtLIGt_4,Neutral,Average,Average,ACEFK,None,Moderate,Strong,E,SVR,SVR,SVR,LowEvrywhere,CloseToDryAd,Dry,Steep,OtherRapid,MoistMDryL,MovingFtorOt,SigPositive,None,AllElse,Westerly,LongAnticyc
731,WeakUp,Neutral,Down,WeakUp,WeakUp,Neutral,Neutral,Neutral,Neutral,PC,Clear,PC,PC,Strong,Strong,Other,None,None,None,None,IncCapDecIns,Increasing,Negative,LittleChange,SVR,Aug20_Sep15,K,CThruK,None,LessThanAve,Average,K,N5GtLIGt_8,Instability,MoreUnstable,MoreUnstable,ACEFK,None,Weak,Moderate,K,XNIL,XNIL,SVR,LowAtStation,CloseToDryAd,Dry,Steep,MarkedUpper,DryMMoistL,MovingFtorOt,SigPositive,None,NWQuad,Westerly,LV
732,WeakUp,Neutral,StrongUp,WeakUp,WeakUp,Neutral,Neutral,Neutral,Wet,PC,PC,Cloudy,Cloudy,None,None,Westerly,None,Strong,Strong,None,IncCapDecIns,Increasing,Neutral,Decreasing,XNIL,Jul2_Jul15,K,CThruK,PartInhibit,Average,MoreThanAve,K,N1GtLIGt_4,Stability,MoreUnstable,LessUnstable,ACEFK,Stifling,Moderate,None,K,XNIL,XNIL,XNIL,Other,ModerateOrLe,VeryMoist,Steep,StrongFront,DryMMoistL,E_W_N,SigPositive,None,NWQuad,Westerly,WidespdDnsl
733,Neutral,WeakUp,Down,Neutral,Neutral,Dry,Neutral,Neutral,Wet,Clear,PC,Clear,Clear,None,None,StrongWest,None,None,None,None,LittleChange,LittleChange,WeakPos,LittleChange,XNIL,May15_Jun14,C,CThruK,TotalInhibit,Average,Average,CDEJ,LILt_8,Stability,LessUnstable,Average,ACEFK,None,Weak,Slight,C,XNIL,XNIL,XNIL,LowEvrywhere,CloseToDryAd,Dry,Steep,NoMajor,Other,E_W_S,NegToPos,Other,NWQuad,Westerly,LongAnticyc
734,Neutral,WeakUp,Neutral,Neutral,Neutral,Dry,Neutral,VeryWet,VeryWet,Clear,PC,PC,Cloudy,Strong,Strong,Westerly,Strong,Weak,Strong,Marked,LittleChange,LittleChange,Negative,Decreasing,SVR,Jul16_Aug10,H,CThruK,Stifling,MoreThanAve,MoreThanAve,H,N5GtLIGt_8,Stability,MoreUnstable,Average,HI,None,Weak,Moderate,H,XNIL,XNIL,SVR,LowAtStation,Stable,VeryMoist,ModerateOrLe,MarkedUpper,Other,MovingFtorOt,SigNegative,Moving,NWQuad,Westerly,E_NE
735,Down,Neutral,Down,Down,Down,Wet,Wet,Wet,Wet,Cloudy,Cloudy,Cloudy,PC,Weak,Weak,Westerly,Weak,None,Weak,Some,LittleChange,LittleChange,WeakPos,Increasing,XNIL,Jul16_Aug10,H,CThruK,Stifling,MoreThanAve,MoreThanAve,H,N1GtLIGt_4,Neutral,MoreUnstable,MoreUnstable,HI,PartInhibit,Unfavorable,None,H,SVR,SVR,SVR,LowMtsHighPl,ModerateOrLe,Average,Steep,MarkedUpper,DryMMoistL,E_W_S,SigNegative,None,LV,LVorOther,E_NE
736,Neutral,Neutral,Neutral,Neutral,Neutral,Dry,Dry,VeryWet,Wet,Clear,Clear,Clear,PC,Strong,Strong,Other,Strong,None,Weak,None,DecCapIncIns,Decreasing,Negative,Decreasing,SVR,Aug20_Sep15,D,CThruK,PartInhibit,Average,LessThanAve,CDEJ,N1GtLIGt_4,Stability,LessUnstable,LessUnstable,D,None,Weak,Slight,D,XNIL,XNIL,SVR,LowEvrywhere,Stable,Dry,CloseToDryAd,MarkedUpper,Other,None,SigNegative,None,AllElse,Westerly,LV
737,Neutral,Down,Down,Down,Down,Neutral,Dry,Neutral,Dry,PC,PC,PC,Clear,None,Weak,StrongWest,None,Weak,None,Some,IncCapDecIns,Increasing,Negative,LittleChange,XNIL,Jun15_Jul1,G,CThruK,PartInhibit,Average,MoreThanAve,G,N5GtLIGt_8,Stability,Average,Average,GJ,Stifling,Weak,None,G,XNIL,XNIL,XNIL,LowEvrywhere,CloseToDryAd,Dry,CloseToDryAd,NoMajor,MoistMDryL,DryLine,LittleChange,None,NWQuad,LVorOther,LongAnticyc
738,WeakUp,Neutral,Neutral,Neutral,Neutral,Dry,Dry,Dry,Dry,PC,PC,PC,PC,None,None,Westerly,None,None,None,None,DecCapIncIns,Decreasing,Negative,Decreasing,XNIL,Jun15_Jul1,H,CThruK,Stifling,Average,LessThanAve,H,N5GtLIGt_8,Stability,Average,Average,HI,None,Moderate,Moderate,H,XNIL,XNIL,XNIL,Other,Stable,VeryMoist,Steep,MarkedUpper,DryMMoistL,None,NegToPos,Moving,AllElse,Westerly,E_NE
739,WeakUp,Neutral,WeakUp,Neutral,Neutral,Neutral,Dry,Wet,Wet,Clear,Clear,Clear,Clear,Weak,Strong,DCVZFavor,Strong,Weak,Weak,Marked,DecCapIncIns,Decreasing,Neutral,LittleChange,SIG,Jul2_Jul15,K,CThruK,PartInhibit,Average,Average,K,N5GtLIGt_8,Stability,MoreUnstable,MoreUnstable,ACEFK,PartInhibit,Weak,None,K,XNIL,XNIL,SIG,Other,CloseToDryAd,Dry,CloseToDryAd,StrongFront,DryMMoistL,DenvCyclone,SigNegative,QStationary,NWQuad,Westerly,LV
740,Down,Neutral,Neutral,Neutral,Neutral,Neutral,Wet,Neutral,Neutral,PC,PC,PC,PC,None,None,StrongWest,None,Weak,Weak,None,IncCapDecIns,Increasing,WeakPos,LittleChange,XNIL,May15_Jun14,I,CThruK,PartInhibit,LessThanAve,Average,ABI,LILt_8,Stability,Average,Average,HI,PartInhibit,Weak,None,I,XNIL,XNIL,XNIL,LowSHighN,Steep,VeryMoist,CloseToDryAd,NoMajor,Other,E_W_S,NegToPos,QStationary,SWQuad,LVorOther,E_NE
741,WeakUp,Neutral,Down,Down,Down,VeryWet,VeryWet,VeryWet,Wet,PC,Clear,Clear,Clear,Weak,Strong,DCVZFavor,Strong,Weak,Weak,Marked,IncCapDecIns,Increasing,StrongPos,Increasing,SVR,Aug20_Sep15,I,CThruK,PartInhibit,LessThanAve,Average,ABI,N1GtLIGt_4,Stability,Average,MoreUnstable,HI,Stifling,Moderate,Slight,I,SVR,SVR,SVR,LowSHighN,CloseToDryAd,VeryMoist,CloseToDryAd,StrongFront,DryMMoistL,E_W_S,PosToNeg,Moving,SWQuad,Westerly,DenvCyclone
742,StrongUp,Neutral,Neutral,WeakUp,WeakUp,Wet,Neutral,Wet,Wet,Clear,PC,Clear,Clear,Weak,Strong,Westerly,None,None,None,Marked,DecCapIncIns,Decreasing,StrongPos,Increasing,XNIL,Jun15_Jul1,B,AB,PartInhibit,LessThanAve,LessThanAve,ABI,N5GtLIGt_8,Stability,LessUnstable,LessUnstable,B,Stifling,Moderate,None,B,XNIL,XNIL,XNIL,LowMtsHighPl,Steep,Dry,Steep,MarkedUpper,Other,E_W_S,LittleChange,Moving,AllElse,Westerly,SEQuad
743,WeakUp,Down,Neutral,Down,Down,Wet,Dry,Wet,Wet,Clear,Cloudy,Clear,Clear,None,None,DCVZFavor,None,None,Weak,None,LittleChange,LittleChange,WeakPos,LittleChange,XNIL,Aug11_Aug20,F,CThruK,PartInhibit,Average,Average,F,N1GtLIGt_4,Instability,Average,LessUnstable,ACEFK,None,Unfavorable,None,F,XNIL,XNIL,XNIL,HighEvrywher,Stable,VeryMoist,ModerateOrLe,NoMajor,Other,DenvCyclone,PosToNeg,None,LV,LVorOther,SEQuad
744,StrongUp,Neutral,WeakUp,StrongUp,StrongUp,Wet,Wet,Wet,VeryWet,Clear,Clear,Clear,Clear,Weak,Strong,DCVZFavor,Weak,Weak,Weak,Marked,LittleChange,LittleChange,WeakPos,Increasing,XNIL,Aug20_Sep15,K,CThruK,PartInhibit,Average,LessThanAve,K,LILt_8,Instability,MoreUnstable,MoreUnstable,ACEFK,None,Moderate,Moderate,K,XNIL,XNIL,XNIL,Other,Stable,Average,ModerateOrLe,StrongFront,DryMMoistL,MovingFtorOt,PosToNeg,None,NWQuad,Westerly,E_NE
745,Down,Neutral,WeakUp,Down,Down,VeryWet,Dry,Dry,Dry,Clear,PC,Clear,Clear,Weak,Strong,DCVZFavor,Strong,Weak,Strong,Marked,IncCapDecIns,Increasing,Negative,LittleChange,SVR,May15_Jun14,D,CThruK,PartInhibit,LessThanAve,MoreThanAve,CDEJ,N1GtLIGt_4,Neutral,Average,Average,D,TotalInhibit,Strong,Slight,D,XNIL,XNIL,SVR,LowMtsHighPl,CloseToDryAd,Average,ModerateOrLe,OtherRapid,DryMMoistL,DenvCyclone,SigNegative,Other,NWQuad,LVorOther,LV
746,Down,Down,Down,Down,Down,Neutral,Neutral,Neutral,Dry,Clear,PC,Clear,Clear,Strong,Strong,Other,None,None,Weak,None,IncCapDecIns,Increasing,Neutral,Increasing,SIG,Jul16_Aug10,E,CThruK,Stifling,MoreThanAve,MoreThanAve,CDEJ,N1GtLIGt_4,Stability,MoreUnstable,MoreUnstable,ACEFK,None,Weak,Strong,E,SIG,SIG,SIG,LowAtStation,ModerateOrLe,Dry,Steep,OtherRapid,MoistMDryL,None,PosToNeg,None,SWQuad,LVorOther,LV
747,Down,Down,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Clear,PC,Clear,Clear,Strong,Strong,Other,None,Strong,Strong,Some,DecCapIncIns,Decreasing,WeakPos,LittleChange,SIG,Jul2_Jul15,I,CThruK,PartInhibit,Average,Average,ABI,N5GtLIGt_8,Instability,MoreUnstable,MoreUnstable,HI,None,Strong,Strong,I,SIG,SIG,SIG,LowMtsHighPl,ModerateOrLe,Dry,Steep,NoMajor,DryMMoistL,MovingFtorOt,PosToNeg,QStationary,LV,LVorOther,E_NE
748,Neutral,StronUp,WeakUp,StrongUp,StrongUp,Dry,VeryWet,VeryWet,VeryWet,PC,Clear,Clear,PC,Strong,Strong,Westerly,Weak,None,Weak,Marked,DecCapIncIns,Decreasing,Negative,Decreasing,SVR,Jun15_Jul1,B,AB,PartInhibit,Average,LessThanAve,ABI,N1GtLIGt_4,Instability,LessUnstable,LessUnstable,B,PartInhibit,Unfavorable,None,B,XNIL,XNIL,SVR,HighEvrywher,Steep,Average,Steep,NoMajor,Other,DenvCyclone,PosToNeg,Moving,AllElse,LVorOther,DenvCyclone
749,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Wet,Neutral,PC,Cloudy,Cloudy,Cloudy,Strong,Strong,Westerly,Strong,Weak,Strong,Marked,IncCapDecIns,Increasing,WeakPos,LittleChange,SIG,Jul16_Aug10,F,CThruK,PartInhibit,MoreThanAve,MoreThanAve,F,N1GtLIGt_4,Neutral,Average,Average,ACEFK,PartInhibit,Unfavorable,None,F,SIG,SIG,SIG,HighEvrywher,Steep,VeryMoist,ModerateOrLe,NoMajor,Other,None,PosToNeg,Moving,AllElse,LVorOther,SEQuad
750,WeakUp,WeakUp,WeakUp,WeakUp,WeakUp,Neutral,Dry,Dry,Dry,Clear,Cloudy,Clear,Clear,None,None,StrongWest,None,None,Weak,None,DecCapIncIns,Decreasing,Negative,Decreasing,XNIL,May15_Jun14,E,CThruK,PartInhibit,Average,LessThanAve,CDEJ,N5GtLIGt_8,Neutral,Average,LessUnstable,ACEFK,PartInhibit,Strong,Strong,E,XNIL,XNIL,XNIL,LowEvrywhere,CloseToDryAd,Average,ModerateOrLe,NoMajor,MoistMDryL,Other,LittleChange,None,AllElse,Westerly,LV
751,Neutral,Down,Neutral,Neutral,Neutral,Wet,Dry,Neutral,Neutral,PC,PC,PC,PC,Weak,Strong,StrongWest,Strong,Weak,Weak,Marked,IncCapDecIns,Increasing,Neutral,LittleChange,SVR,Jun15_Jul1,J,CThruK,PartInhibit,Average,MoreThanAve,CDEJ,N1GtLIGt_4,Stability,LessUnstable,LessUnstable,GJ,None,Weak,Strong,J,XNIL,XNIL,SVR,LowEvrywhere,ModerateOrLe,Average,Steep,NoMajor,Other,MovingFtorOt,LittleChange,None,LV,LVorOther,LV
752,Neutral,Down,StrongUp,StrongUp,StrongUp,Dry,Neutral,Dry,Wet,PC,Clear,PC,PC,Strong,Strong,Other,None,Weak,Weak,Some,IncCapDecIns,Increasing,Neutral,Decreasing,XNIL,Aug20_Sep15,D,CThruK,TotalInhibit,MoreThanAve,MoreThanAve,CDEJ,N1GtLIGt_4,Stability,LessUnstable,LessUnstable,D,None,Moderate,Moderate,D,XNIL,XNIL,XNIL,LowMtsHighPl,CloseToDryAd,Average,Steep,MarkedUpper,MoistMDryL,DryLine,PosToNeg,None,NWQuad,Westerly,DenvCyclone
753,WeakUp,Neutral,Neutral,Neutral,Neutral,Neutral,Dry,Dry,Neutral,PC,Clear,Clear,Clear,Weak,Strong,Westerly,Strong,None,Weak,Some,LittleChange,LittleChange,Negative,LittleChange,XNIL,Jul16_Aug10,E,CThruK,PartInhibit,LessThanAve,LessThanAve,CDEJ,N1GtLIGt_4,Stability,Average,Average,ACEFK,PartInhibit,Weak,None,E,XNIL,XNIL,XNIL,LowEvrywhere,CloseToDryAd,Dry,ModerateOrLe,NoMajor,Other,None,LittleChange,None,AllElse,Westerly,LV
754,StrongUp,Down,StrongUp,WeakUp,WeakUp,Neutral,Neutral,Wet,Wet,PC,Clear,Clear,Clear,Strong,Strong,DCVZFavor,Weak,Weak,Weak,Marked,DecCapIncIns,Decreasing,Negative,Decreasing,SIG,May15_Jun14,A,AB,Stifling,MoreThanAve,LessThanAve,ABI,N5GtLIGt_8,Neutral,MoreUnstable,MoreUnstable,ACEFK,PartInhibit,Weak,None,A,SVR,SVR,SVR,HighEvrywher,Stable,Average,Steep,MarkedUpper,Other,MovingFtorOt,SigNegative,Other,SWQuad,Westerly,LV
755,StrongUp,Down,Neutral,StrongUp,StrongUp,Neutral,Dry,Neutral,Wet,PC,Cloudy,PC,Cloudy,Strong,Strong,StrongWest,Strong,Weak,Weak,Marked,IncCapDecIns,Increasing,Negative,Decreasing,SIG,Jul2_Jul15,E,CThruK,PartInhibit,LessThanAve,LessThanAve,CDEJ,N1GtLIGt_4,Stability,LessUnstable,LessUnstable,ACEFK,None,Unfavorable,None,E,XNIL,XNIL,SIG,HighEvrywher,Steep,Average,Steep,NoMajor,MoistMDryL,DenvCyclone,LittleChange,None,SWQuad,Westerly,SEQuad
756,Down,Neutral,WeakUp,Down,Down,Wet,Neutral,Neutral,Dry,PC,PC,PC,Clear,Strong,Strong,Westerly,Strong,Weak,Weak,Marked,LittleChange,LittleChange,Neutral,LittleChange,XNIL,May15_Jun14,C,CThruK,Stifling,MoreThanAve,MoreThanAve,CDEJ,LIGt0,Instability,MoreUnstable,MoreUnstable,ACEFK,Stifling,Strong,Moderate,C,SVR,SVR,SVR,LowEvrywhere,CloseToDryAd,Dry,Steep,MarkedUpper,MoistMDryL,E_W_S,NegToPos,None,NWQuad,LVorOther,WidespdDnsl
757,WeakUp,StronUp,Neutral,WeakUp,WeakUp,Dry,Neutral,Wet,VeryWet,Clear,PC,Cloudy,Cloudy,None,None,DCVZFavor,None,Weak,Weak,None,DecCapIncIns,Decreasing,WeakPos,LittleChange,XNIL,May15_Jun14,B,AB,PartInhibit,LessThanAve,LessThanAve,ABI,N1GtLIGt_4,Instability,MoreUnstable,MoreUnstable,B,None,Weak,Slight,B,SIG,SIG,SIG,HighEvrywher,Steep,Average,Steep,NoMajor,DryMMoistL,DenvCyclone,PosToNeg,Other,AllElse,Westerly,DenvCyclone
758,Neutral,Neutral,Down,Neutral,Neutral,Wet,Dry,Wet,Wet,PC,PC,PC,PC,Strong,Strong,Westerly,Strong,None,Strong,Marked,IncCapDecIns,Increasing,WeakPos,Increasing,SVR,Jul2_Jul15,J,CThruK,TotalInhibit,MoreThanAve,MoreThanAve,CDEJ,N5GtLIGt_8,Instability,MoreUnstable,MoreUnstable,GJ,PartInhibit,Weak,None,J,XNIL,XNIL,SVR,LowAtStation,Steep,Dry,CloseToDryAd,NoMajor,Other,DryLine,LittleChange,Other,LV,LVorOther,LV
759,WeakUp,StronUp,Down,WeakUp,WeakUp,Dry,Dry,Wet,VeryWet,Cloudy,Clear,PC,PC,None,None,DCVZFavor,None,Weak,None,None,LittleChange,LittleChange,Negative,LittleChange,XNIL,Jul16_Aug10,C,CThruK,PartInhibit,MoreThanAve,Average,CDEJ,N1GtLIGt_4,Stability,MoreUnstable,MoreUnstable,ACEFK,None,Moderate,Strong,C,SIG,SIG,SIG,LowNHighS,ModerateOrLe,Dry,Steep,StrongFront,Other,DryLine,NegToPos,None,AllElse,LVorOther,LongAnticyc
