,BirthAsphyxia,HypDistrib,HypoxiaInO2,CO2,ChestXray,Grunting,LVHreport,LowerBodyO2,RUQO2,CO2Report,XrayReport,Disease,GruntingReport,Age,LVH,DuctFlow,CardiacMixing,LungParench,LungFlow,Sick
1098,no,Equal,Moderate,Normal,Oligaemic,no,no,5-12,<5,<7.5,Oligaemic,Fallot,no,4-10_days,no,Lt_to_Rt,Mild,Normal,Low,no
1099,yes,Equal,Moderate,High,Normal,no,no,5-12,<5,>=7.5,Normal,PFC,no,0-3_days,no,Rt_to_Lt,Mild,Normal,Normal,yes
1100,no,Unequal,Mild,Normal,Normal,no,no,<5,5-12,<7.5,Normal,TGA,no,0-3_days,no,Rt_to_Lt,Mild,Normal,Normal,yes
1101,no,Equal,Moderate,Normal,Oligaemic,no,no,5-12,<5,<7.5,Oligaemic,Fallot,yes,0-3_days,no,Lt_to_Rt,Complete,Normal,Low,no
1102,no,Equal,Moderate,Normal,Oligaemic,no,no,5-12,5-12,<7.5,Oligaemic,Fallot,no,0-3_days,no,Lt_to_Rt,Complete,Normal,Low,yes
1103,yes,Unequal,Severe,High,Normal,no,no,<5,5-12,>=7.5,Normal,TGA,no,0-3_days,no,Rt_to_Lt,Transp.,Normal,Normal,no
1104,no,Equal,Moderate,High,Normal,no,no,5-12,5-12,>=7.5,Normal,Fallot,no,11-30_days,no,None,Mild,Normal,Normal,no
1105,no,Unequal,Moderate,Normal,Oligaemic,no,yes,12+,5-12,<7.5,Oligaemic,Fallot,no,0-3_days,yes,Lt_to_Rt,Mild,Normal,Low,yes
1106,no,Equal,Moderate,Normal,Plethoric,no,no,5-12,12+,>=7.5,Plethoric,TGA,no,0-3_days,no,Lt_to_Rt,Complete,Normal,High,yes
1107,no,Equal,Severe,Normal,Plethoric,no,no,<5,5-12,<7.5,Plethoric,TGA,no,0-3_days,no,None,Transp.,Normal,High,no
1108,no,Unequal,Severe,Normal,Plethoric,no,no,5-12,<5,<7.5,Plethoric,TGA,no,0-3_days,no,Rt_to_Lt,Transp.,Normal,High,no
1109,yes,Equal,Severe,Normal,Plethoric,no,no,5-12,5-12,<7.5,Plethoric,TGA,no,0-3_days,no,None,Transp.,Normal,High,no
1110,no,Equal,Moderate,Normal,Oligaemic,no,yes,<5,12+,<7.5,Oligaemic,Fallot,no,0-3_days,no,Lt_to_Rt,Complete,Normal,Low,no
1111,no,Equal,Moderate,Low,Oligaemic,no,no,5-12,<5,<7.5,Asy/Patchy,Fallot,no,11-30_days,no,Lt_to_Rt,Complete,Normal,Low,no
1112,no,Equal,Severe,Normal,Plethoric,no,yes,5-12,<5,<7.5,Plethoric,TGA,no,0-3_days,yes,None,Transp.,Normal,High,no
1113,no,Equal,Severe,Normal,Plethoric,no,no,5-12,12+,<7.5,Plethoric,TGA,yes,0-3_days,no,None,Transp.,Normal,High,no
1114,no,Equal,Severe,Normal,Oligaemic,no,no,<5,<5,<7.5,Oligaemic,Fallot,no,0-3_days,no,Lt_to_Rt,Complete,Normal,Low,no
1115,no,Equal,Mild,Normal,Asy/Patch,no,no,12+,5-12,<7.5,Asy/Patchy,Lung,no,0-3_days,no,None,None,Abnormal,Normal,yes
1116,no,Equal,Severe,Normal,Plethoric,no,no,5-12,<5,<7.5,Plethoric,TGA,no,4-10_days,no,None,Transp.,Normal,High,no
1117,no,Equal,Severe,Normal,Normal,no,no,5-12,5-12,>=7.5,Normal,TGA,no,0-3_days,no,None,Transp.,Normal,High,no
1118,no,Equal,Severe,High,Oligaemic,yes,no,5-12,<5,<7.5,Oligaemic,Fallot,no,11-30_days,no,None,Complete,Abnormal,Low,no
1119,no,Equal,Severe,Normal,Normal,yes,no,<5,12+,<7.5,Normal,TGA,yes,4-10_days,no,None,Transp.,Abnormal,High,no
1120,no,Equal,Severe,Normal,Oligaemic,no,yes,12+,5-12,<7.5,Oligaemic,PAIVS,no,4-10_days,yes,Lt_to_Rt,Complete,Abnormal,High,no
1121,no,Equal,Moderate,Normal,Normal,no,no,5-12,5-12,<7.5,Normal,Fallot,no,11-30_days,no,Lt_to_Rt,Complete,Normal,Normal,no
1122,no,Equal,Severe,Normal,Plethoric,no,no,<5,5-12,<7.5,Plethoric,TGA,no,0-3_days,no,None,Transp.,Normal,High,no
1123,no,Unequal,Severe,Normal,Grd_Glass,no,no,5-12,<5,>=7.5,Grd_Glass,Fallot,no,0-3_days,no,Lt_to_Rt,Complete,Normal,Low,yes
1124,no,Equal,Moderate,Normal,Normal,no,no,5-12,5-12,<7.5,Normal,TGA,no,0-3_days,no,None,Transp.,Normal,High,no
1125,no,Equal,Moderate,Normal,Oligaemic,no,no,5-12,5-12,<7.5,Oligaemic,Fallot,no,4-10_days,no,Lt_to_Rt,Complete,Normal,Low,no
1126,no,Equal,Moderate,Normal,Normal,no,no,5-12,5-12,<7.5,Normal,TGA,yes,0-3_days,no,None,Complete,Normal,Normal,no
1127,no,Equal,Severe,Normal,Grd_Glass,no,yes,5-12,<5,<7.5,Grd_Glass,TAPVD,yes,0-3_days,no,Lt_to_Rt,Complete,Congested,High,no
1128,no,Unequal,Moderate,Normal,Plethoric,no,no,12+,5-12,<7.5,Plethoric,TGA,no,11-30_days,no,Rt_to_Lt,Mild,Normal,High,yes
1129,no,Equal,Severe,Normal,Grd_Glass,no,no,5-12,5-12,<7.5,Grd_Glass,Fallot,no,0-3_days,no,Lt_to_Rt,Transp.,Normal,Low,yes
1130,no,Equal,Moderate,Normal,Asy/Patch,no,no,<5,5-12,<7.5,Asy/Patchy,Lung,no,0-3_days,no,None,Mild,Congested,Low,yes
1131,no,Equal,Moderate,Normal,Oligaemic,no,no,12+,12+,<7.5,Asy/Patchy,Fallot,no,0-3_days,no,Lt_to_Rt,Complete,Normal,Low,yes
1132,no,Equal,Severe,Normal,Normal,no,no,<5,5-12,<7.5,Normal,TGA,no,0-3_days,no,None,Transp.,Normal,Normal,yes
1133,no,Equal,Moderate,Normal,Asy/Patch,no,no,5-12,<5,<7.5,Grd_Glass,Fallot,no,11-30_days,no,Lt_to_Rt,Complete,Normal,Low,no
1134,no,Equal,Mild,Normal,Plethoric,no,no,12+,5-12,<7.5,Plethoric,TGA,no,4-10_days,no,None,None,Normal,High,yes
1135,no,Equal,Moderate,High,Asy/Patch,no,yes,<5,<5,<7.5,Asy/Patchy,Fallot,no,11-30_days,yes,Lt_to_Rt,Complete,Abnormal,Low,no
1136,no,Equal,Severe,Normal,Normal,no,no,5-12,<5,>=7.5,Normal,Fallot,no,0-3_days,no,Lt_to_Rt,Complete,Normal,Normal,yes
1137,no,Equal,Moderate,Low,Oligaemic,no,no,5-12,5-12,<7.5,Oligaemic,Fallot,no,0-3_days,no,None,Complete,Normal,Low,yes
1138,no,Equal,Severe,Normal,Plethoric,no,no,<5,12+,<7.5,Plethoric,TGA,yes,0-3_days,no,None,Transp.,Normal,High,no
1139,no,Equal,Severe,Normal,Oligaemic,yes,yes,<5,<5,<7.5,Oligaemic,TGA,yes,0-3_days,yes,None,Transp.,Abnormal,Normal,yes
1140,no,Equal,Severe,Normal,Grd_Glass,no,no,<5,12+,<7.5,Grd_Glass,TAPVD,no,0-3_days,no,None,Complete,Congested,High,no
1141,no,Equal,Mild,Normal,Oligaemic,no,no,5-12,12+,<7.5,Oligaemic,Fallot,no,11-30_days,no,Lt_to_Rt,Complete,Normal,Low,no
1142,yes,Unequal,Mild,Normal,Normal,yes,no,5-12,12+,<7.5,Plethoric,PFC,no,0-3_days,no,Rt_to_Lt,None,Normal,Low,yes
1143,no,Equal,Moderate,Normal,Normal,no,yes,5-12,<5,<7.5,Normal,Fallot,no,11-30_days,yes,Lt_to_Rt,Complete,Normal,Low,no
1144,no,Unequal,Moderate,High,Asy/Patch,no,yes,<5,5-12,>=7.5,Asy/Patchy,Fallot,no,11-30_days,no,Lt_to_Rt,Complete,Normal,Low,no
1145,yes,Unequal,Severe,Low,Oligaemic,no,no,5-12,<5,<7.5,Oligaemic,PFC,no,0-3_days,no,Rt_to_Lt,Mild,Normal,Low,yes
1146,no,Equal,Severe,Low,Normal,no,no,<5,<5,>=7.5,Normal,TGA,yes,4-10_days,no,None,Transp.,Normal,High,no
1147,no,Equal,Severe,Normal,Normal,no,no,5-12,<5,<7.5,Normal,TGA,no,4-10_days,no,None,Transp.,Normal,Normal,no
1148,no,Equal,Severe,Normal,Plethoric,no,no,<5,12+,<7.5,Plethoric,TGA,no,0-3_days,no,None,Transp.,Normal,High,no
1149,no,Equal,Moderate,Normal,Grd_Glass,no,yes,5-12,5-12,<7.5,Grd_Glass,PAIVS,yes,0-3_days,yes,Lt_to_Rt,Complete,Congested,Low,no
1150,no,Equal,Moderate,High,Oligaemic,no,no,12+,5-12,>=7.5,Oligaemic,Fallot,no,0-3_days,no,Lt_to_Rt,Mild,Normal,Low,yes
1151,no,Equal,Severe,Normal,Asy/Patch,no,no,12+,5-12,<7.5,Asy/Patchy,TAPVD,no,4-10_days,no,None,Complete,Congested,Normal,yes
1152,no,Equal,Severe,Normal,Plethoric,no,no,12+,<5,>=7.5,Normal,TGA,no,0-3_days,no,Rt_to_Lt,Transp.,Normal,High,no
1153,no,Unequal,Severe,Normal,Asy/Patch,yes,no,5-12,5-12,<7.5,Oligaemic,Fallot,yes,0-3_days,no,None,Complete,Abnormal,Low,yes
1154,no,Equal,Severe,Low,Grd_Glass,no,yes,<5,5-12,<7.5,Grd_Glass,PAIVS,no,0-3_days,yes,Lt_to_Rt,Complete,Congested,Low,yes
1155,no,Equal,Severe,Normal,Plethoric,no,no,<5,<5,<7.5,Asy/Patchy,TGA,yes,0-3_days,no,None,Transp.,Normal,High,no
1156,yes,Equal,Moderate,Normal,Plethoric,no,no,5-12,<5,>=7.5,Plethoric,TGA,no,0-3_days,no,None,Complete,Normal,High,no
1157,no,Equal,Moderate,Low,Oligaemic,no,no,<5,<5,<7.5,Oligaemic,TGA,no,0-3_days,no,None,Complete,Abnormal,High,no
1158,no,Equal,Moderate,Normal,Normal,no,no,<5,5-12,<7.5,Normal,TGA,no,11-30_days,no,Lt_to_Rt,Mild,Normal,High,no
1159,no,Equal,Moderate,High,Normal,yes,no,<5,<5,>=7.5,Normal,TGA,yes,0-3_days,no,None,Mild,Abnormal,High,no
1160,no,Equal,Mild,Normal,Oligaemic,no,no,5-12,12+,>=7.5,Oligaemic,Fallot,no,0-3_days,no,Lt_to_Rt,Complete,Normal,Low,no
1161,no,Equal,Moderate,Normal,Oligaemic,no,no,5-12,<5,<7.5,Oligaemic,PAIVS,no,0-3_days,yes,Lt_to_Rt,Complete,Normal,Low,no
1162,no,Equal,Moderate,Normal,Plethoric,no,yes,5-12,5-12,<7.5,Plethoric,TGA,no,4-10_days,yes,None,Transp.,Normal,High,no
1163,no,Equal,Moderate,Normal,Normal,no,yes,5-12,<5,>=7.5,Plethoric,Fallot,no,4-10_days,no,None,Complete,Normal,Normal,yes
1164,no,Equal,Severe,Normal,Plethoric,no,no,<5,<5,>=7.5,Plethoric,TGA,no,0-3_days,no,None,Transp.,Normal,High,no
1165,no,Equal,Moderate,Normal,Oligaemic,yes,no,5-12,5-12,<7.5,Oligaemic,Fallot,yes,11-30_days,no,None,Complete,Normal,Low,yes
1166,no,Equal,Moderate,Low,Asy/Patch,yes,yes,5-12,5-12,<7.5,Asy/Patchy,PAIVS,no,0-3_days,yes,Lt_to_Rt,Complete,Abnormal,Low,no
1167,no,Equal,Moderate,Normal,Oligaemic,no,no,5-12,5-12,<7.5,Oligaemic,Fallot,no,11-30_days,no,None,Complete,Normal,Low,no
1168,no,Equal,Severe,Normal,Plethoric,no,no,<5,5-12,>=7.5,Normal,TGA,no,4-10_days,no,Rt_to_Lt,Transp.,Normal,High,no
1169,no,Equal,Severe,Normal,Plethoric,no,no,12+,5-12,<7.5,Grd_Glass,TGA,no,11-30_days,no,None,Transp.,Normal,High,no
1170,yes,Equal,Mild,Normal,Oligaemic,no,yes,12+,5-12,<7.5,Oligaemic,PAIVS,no,4-10_days,yes,Lt_to_Rt,Complete,Normal,Low,no
1171,no,Equal,Moderate,Normal,Plethoric,no,yes,<5,5-12,<7.5,Plethoric,TGA,no,0-3_days,no,Lt_to_Rt,Transp.,Normal,High,yes
1172,no,Unequal,Severe,Normal,Plethoric,no,no,<5,5-12,<7.5,Plethoric,TGA,yes,0-3_days,no,Rt_to_Lt,Transp.,Normal,High,no
1173,no,Equal,Severe,Normal,Normal,no,no,<5,5-12,<7.5,Asy/Patchy,TGA,no,11-30_days,no,None,Transp.,Normal,Normal,yes
1174,no,Equal,Severe,Normal,Plethoric,no,yes,5-12,5-12,>=7.5,Normal,TGA,no,4-10_days,no,None,Transp.,Normal,High,no
1175,no,Equal,Moderate,Normal,Grd_Glass,no,no,5-12,5-12,>=7.5,Grd_Glass,Fallot,no,0-3_days,no,Lt_to_Rt,Complete,Normal,Low,no
1176,no,Equal,Severe,Normal,Oligaemic,no,no,12+,12+,<7.5,Oligaemic,PFC,yes,4-10_days,no,Rt_to_Lt,Mild,Normal,Low,no
1177,no,Equal,Moderate,Normal,Normal,no,no,5-12,5-12,<7.5,Asy/Patchy,Fallot,no,4-10_days,no,Lt_to_Rt,Complete,Normal,Normal,no
1178,no,Equal,Moderate,Normal,Oligaemic,no,no,<5,<5,<7.5,Normal,Fallot,no,0-3_days,no,Lt_to_Rt,Complete,Normal,Low,yes
1179,no,Equal,Moderate,Normal,Normal,no,no,5-12,5-12,<7.5,Normal,Fallot,no,11-30_days,no,Lt_to_Rt,Complete,Normal,Low,no
1180,no,Unequal,Mild,Normal,Grd_Glass,yes,no,<5,12+,<7.5,Grd_Glass,Fallot,yes,4-10_days,no,Lt_to_Rt,Complete,Abnormal,Normal,no
1181,no,Equal,Severe,High,Oligaemic,no,yes,5-12,<5,>=7.5,Oligaemic,Fallot,no,4-10_days,yes,Lt_to_Rt,Complete,Normal,Low,no
1182,no,Equal,Severe,Normal,Plethoric,no,no,5-12,<5,<7.5,Plethoric,TGA,yes,0-3_days,no,None,Transp.,Normal,High,no
1183,no,Equal,Severe,Low,Asy/Patch,yes,no,5-12,<5,>=7.5,Normal,TGA,yes,4-10_days,no,None,Transp.,Abnormal,Normal,no
1184,no,Equal,Moderate,Normal,Plethoric,no,no,<5,<5,<7.5,Plethoric,Fallot,no,0-3_days,no,Lt_to_Rt,Complete,Congested,Normal,no
1185,no,Unequal,Severe,Normal,Plethoric,no,no,<5,<5,<7.5,Plethoric,TGA,yes,4-10_days,no,Rt_to_Lt,Transp.,Normal,High,no
1186,no,Equal,Mild,Normal,Oligaemic,yes,no,12+,5-12,<7.5,Oligaemic,Lung,yes,0-3_days,no,None,None,Abnormal,High,no
1187,no,Equal,Moderate,Normal,Plethoric,no,yes,<5,<5,<7.5,Plethoric,TGA,no,0-3_days,yes,None,Transp.,Normal,High,yes
1188,yes,Equal,Moderate,Normal,Oligaemic,no,yes,<5,5-12,<7.5,Oligaemic,PAIVS,no,0-3_days,yes,Lt_to_Rt,Complete,Normal,Low,no
1189,no,Equal,Severe,Normal,Normal,no,no,<5,<5,<7.5,Normal,Fallot,no,11-30_days,no,None,Complete,Normal,Low,no
1190,no,Equal,Moderate,High,Asy/Patch,yes,no,<5,5-12,>=7.5,Asy/Patchy,TGA,yes,0-3_days,no,None,Transp.,Abnormal,Normal,yes
1191,no,Equal,Moderate,Normal,Oligaemic,no,no,12+,5-12,<7.5,Oligaemic,Fallot,no,0-3_days,no,Lt_to_Rt,Complete,Normal,Low,yes
1192,no,Equal,Moderate,Normal,Oligaemic,no,yes,5-12,12+,>=7.5,Oligaemic,PAIVS,no,0-3_days,yes,Lt_to_Rt,Complete,Normal,Low,no
1193,no,Equal,Moderate,Normal,Normal,no,no,5-12,5-12,<7.5,Asy/Patchy,TGA,no,0-3_days,no,None,Transp.,Normal,High,no
1194,no,Unequal,Mild,Normal,Oligaemic,no,no,<5,5-12,<7.5,Oligaemic,PFC,no,0-3_days,no,Rt_to_Lt,Mild,Normal,Low,no
1195,no,Equal,Severe,Normal,Normal,yes,no,<5,5-12,>=7.5,Normal,TGA,yes,0-3_days,no,None,Transp.,Normal,Normal,no
1196,no,Unequal,Severe,High,Plethoric,yes,yes,<5,<5,>=7.5,Plethoric,Lung,no,4-10_days,yes,Rt_to_Lt,None,Abnormal,Low,no
1197,no,Equal,Severe,Normal,Normal,no,yes,5-12,<5,<7.5,Normal,PAIVS,no,0-3_days,yes,Lt_to_Rt,Complete,Normal,Normal,no
1198,no,Equal,Moderate,Normal,Plethoric,yes,no,5-12,5-12,<7.5,Plethoric,Fallot,yes,11-30_days,no,Lt_to_Rt,Complete,Abnormal,Low,no
1199,no,Equal,Severe,Normal,Normal,no,no,<5,<5,<7.5,Normal,Fallot,no,0-3_days,no,None,Complete,Normal,Normal,no
1200,no,Equal,Severe,Normal,Asy/Patch,yes,yes,<5,5-12,<7.5,Normal,PAIVS,yes,0-3_days,yes,Lt_to_Rt,Complete,Abnormal,Normal,yes
1201,no,Equal,Moderate,Normal,Normal,no,no,5-12,5-12,>=7.5,Plethoric,Fallot,no,11-30_days,no,None,Complete,Normal,Low,no
1202,no,Equal,Severe,Normal,Normal,no,no,<5,12+,<7.5,Normal,TGA,no,0-3_days,no,None,Transp.,Abnormal,High,no
1203,no,Equal,Moderate,Normal,Plethoric,no,no,12+,5-12,<7.5,Plethoric,TGA,no,4-10_days,no,None,Mild,Normal,High,no
1204,no,Equal,Severe,Normal,Normal,no,no,<5,<5,>=7.5,Plethoric,TGA,no,0-3_days,no,None,Transp.,Normal,High,yes
1205,no,Equal,Severe,Normal,Normal,no,no,<5,<5,<7.5,Plethoric,TGA,no,0-3_days,no,None,Transp.,Normal,Low,no
1206,no,Equal,Mild,Low,Oligaemic,no,no,5-12,12+,<7.5,Oligaemic,Fallot,yes,4-10_days,no,Lt_to_Rt,Complete,Normal,Low,no
1207,no,Equal,Severe,Low,Plethoric,yes,no,12+,5-12,<7.5,Plethoric,TGA,no,0-3_days,no,None,Transp.,Normal,High,yes
1208,no,Equal,Moderate,Normal,Plethoric,no,no,<5,5-12,>=7.5,Normal,TAPVD,no,11-30_days,no,None,Complete,Congested,High,yes
1209,yes,Equal,Moderate,Normal,Oligaemic,no,yes,5-12,5-12,>=7.5,Normal,PAIVS,no,0-3_days,yes,Lt_to_Rt,Complete,Normal,Low,no
1210,no,Equal,Moderate,Normal,Normal,no,yes,5-12,5-12,<7.5,Normal,PAIVS,no,0-3_days,yes,Lt_to_Rt,Complete,Normal,Low,no
1211,no,Unequal,Severe,Normal,Oligaemic,yes,no,5-12,<5,<7.5,Normal,Fallot,no,4-10_days,no,Lt_to_Rt,Complete,Abnormal,Low,no
1212,no,Equal,Severe,Normal,Asy/Patch,yes,no,5-12,5-12,<7.5,Asy/Patchy,TAPVD,yes,0-3_days,no,Lt_to_Rt,Complete,Abnormal,Normal,yes
1213,no,Equal,Moderate,Normal,Normal,no,yes,5-12,5-12,<7.5,Oligaemic,PAIVS,no,0-3_days,yes,Lt_to_Rt,Complete,Normal,Low,yes
1214,no,Equal,Severe,Normal,Plethoric,yes,yes,<5,12+,<7.5,Plethoric,TGA,yes,0-3_days,yes,None,Transp.,Normal,High,yes
1215,no,Equal,Severe,High,Plethoric,no,no,5-12,<5,>=7.5,Plethoric,TGA,no,0-3_days,no,None,Transp.,Normal,High,no
1216,no,Equal,Moderate,Normal,Oligaemic,no,no,<5,5-12,<7.5,Oligaemic,PAIVS,no,0-3_days,no,Lt_to_Rt,Complete,Normal,Low,no
1217,yes,Equal,Moderate,Low,Asy/Patch,yes,yes,5-12,5-12,<7.5,Normal,Fallot,yes,4-10_days,yes,None,Complete,Abnormal,Low,no
1218,yes,Equal,Moderate,Normal,Normal,no,no,12+,5-12,<7.5,Asy/Patchy,Fallot,no,0-3_days,no,Lt_to_Rt,Complete,Normal,Low,no
1219,no,Equal,Severe,Low,Normal,no,yes,5-12,5-12,<7.5,Oligaemic,TGA,no,0-3_days,yes,None,Transp.,Normal,Normal,no
1220,no,Unequal,Moderate,Low,Asy/Patch,no,no,5-12,5-12,<7.5,Asy/Patchy,PFC,no,0-3_days,no,Rt_to_Lt,None,Abnormal,Normal,yes
1221,no,Equal,Severe,Normal,Plethoric,no,no,<5,<5,>=7.5,Normal,TGA,no,0-3_days,no,None,Transp.,Congested,High,no
1222,no,Equal,Moderate,High,Asy/Patch,yes,no,5-12,5-12,>=7.5,Plethoric,Fallot,yes,11-30_days,no,Lt_to_Rt,Mild,Abnormal,Low,no
1223,no,Equal,Severe,Low,Plethoric,no,yes,12+,5-12,<7.5,Plethoric,TGA,no,0-3_days,yes,None,Transp.,Normal,High,no
1224,no,Unequal,Mild,High,Asy/Patch,yes,no,5-12,12+,>=7.5,Asy/Patchy,Lung,no,0-3_days,no,Rt_to_Lt,None,Abnormal,Normal,yes
1225,no,Equal,Moderate,Normal,Oligaemic,no,no,5-12,12+,<7.5,Oligaemic,Fallot,no,4-10_days,no,Lt_to_Rt,Complete,Normal,Low,no
1226,no,Equal,Moderate,Normal,Asy/Patch,yes,no,5-12,<5,<7.5,Asy/Patchy,Lung,yes,0-3_days,no,Rt_to_Lt,Mild,Abnormal,Normal,yes
1227,no,Equal,Mild,Normal,Oligaemic,no,no,12+,12+,>=7.5,Normal,Fallot,no,4-10_days,no,None,Complete,Normal,Low,no
1228,no,Equal,Mild,Normal,Asy/Patch,yes,yes,12+,12+,<7.5,Asy/Patchy,PAIVS,no,0-3_days,yes,Lt_to_Rt,Complete,Abnormal,Low,no
1229,no,Equal,Mild,Normal,Oligaemic,no,no,12+,12+,<7.5,Oligaemic,Fallot,yes,4-10_days,no,Lt_to_Rt,Mild,Normal,Low,no
1230,no,Equal,Moderate,Normal,Normal,no,no,<5,5-12,<7.5,Normal,TGA,yes,0-3_days,no,Rt_to_Lt,Transp.,Normal,High,no
1231,no,Equal,Moderate,Normal,Normal,no,no,5-12,<5,<7.5,Normal,TGA,no,0-3_days,no,None,Complete,Normal,High,no
1232,no,Equal,Moderate,Normal,Plethoric,no,no,5-12,5-12,<7.5,Asy/Patchy,TGA,no,4-10_days,no,None,Mild,Normal,High,no
1233,yes,Unequal,Mild,Normal,Plethoric,yes,no,5-12,<5,<7.5,Normal,PFC,yes,0-3_days,yes,Rt_to_Lt,None,Abnormal,Low,yes
1234,no,Equal,Severe,Normal,Plethoric,no,yes,5-12,5-12,<7.5,Plethoric,PAIVS,no,0-3_days,yes,Lt_to_Rt,Complete,Normal,Low,no
1235,no,Equal,Severe,Normal,Normal,no,no,5-12,<5,<7.5,Oligaemic,Fallot,no,11-30_days,no,Lt_to_Rt,Mild,Normal,Normal,no
1236,no,Equal,Severe,Normal,Plethoric,yes,no,<5,12+,<7.5,Plethoric,Lung,yes,11-30_days,no,Rt_to_Lt,Complete,Abnormal,Normal,yes
1237,no,Equal,Moderate,Normal,Oligaemic,yes,no,5-12,5-12,<7.5,Oligaemic,Fallot,yes,4-10_days,no,None,Complete,Abnormal,Low,no
1238,no,Equal,Severe,Normal,Normal,no,no,12+,5-12,<7.5,Normal,Fallot,no,11-30_days,no,None,Complete,Normal,Low,no
1239,no,Equal,Severe,High,Plethoric,no,no,<5,<5,>=7.5,Asy/Patchy,TAPVD,no,0-3_days,no,Lt_to_Rt,Complete,Congested,High,yes
1240,no,Equal,Moderate,Normal,Asy/Patch,yes,no,<5,<5,<7.5,Asy/Patchy,Fallot,yes,11-30_days,no,None,Complete,Abnormal,Normal,no
1241,no,Equal,Moderate,Normal,Grd_Glass,no,yes,5-12,5-12,<7.5,Grd_Glass,PAIVS,no,0-3_days,yes,Lt_to_Rt,Complete,Normal,Low,no
1242,no,Equal,Moderate,Normal,Normal,no,no,5-12,<5,<7.5,Normal,Fallot,no,11-30_days,no,Lt_to_Rt,Complete,Normal,Normal,no
1243,no,Equal,Moderate,Normal,Plethoric,yes,no,5-12,5-12,<7.5,Plethoric,Lung,yes,0-3_days,no,None,None,Congested,High,yes
1244,no,Equal,Moderate,Normal,Oligaemic,no,no,5-12,5-12,<7.5,Oligaemic,Fallot,no,4-10_days,no,Lt_to_Rt,Complete,Normal,Low,yes
1245,no,Equal,Severe,Normal,Plethoric,no,no,5-12,<5,<7.5,Plethoric,TGA,no,0-3_days,no,None,Transp.,Normal,High,no
1246,yes,Equal,Moderate,Normal,Plethoric,no,yes,5-12,12+,<7.5,Plethoric,TGA,no,11-30_days,yes,None,Complete,Normal,High,no
1247,no,Equal,Severe,Normal,Normal,no,no,<5,<5,<7.5,Normal,TGA,no,0-3_days,no,None,Mild,Normal,Normal,no
1248,no,Equal,Moderate,Normal,Oligaemic,no,yes,5-12,5-12,<7.5,Oligaemic,PAIVS,no,0-3_days,yes,Lt_to_Rt,Complete,Normal,Low,no
1249,no,Equal,Moderate,High,Grd_Glass,yes,no,<5,<5,>=7.5,Grd_Glass,Lung,yes,0-3_days,no,None,Mild,Congested,Normal,yes
1250,no,Equal,Moderate,Normal,Oligaemic,yes,yes,5-12,5-12,<7.5,Oligaemic,PAIVS,no,4-10_days,yes,Lt_to_Rt,Complete,Congested,Low,no
1251,no,Equal,Severe,Normal,Oligaemic,no,yes,5-12,12+,<7.5,Oligaemic,PAIVS,no,0-3_days,yes,Lt_to_Rt,Complete,Normal,Low,no
1252,no,Equal,Moderate,Normal,Oligaemic,yes,yes,5-12,<5,<7.5,Oligaemic,PAIVS,yes,0-3_days,yes,Lt_to_Rt,Complete,Abnormal,Low,no
1253,no,Equal,Mild,Normal,Asy/Patch,no,no,12+,5-12,<7.5,Asy/Patchy,Fallot,no,4-10_days,no,Lt_to_Rt,Mild,Congested,Low,no
1254,no,Equal,Moderate,Normal,Grd_Glass,no,no,5-12,5-12,<7.5,Grd_Glass,Lung,no,0-3_days,no,None,None,Congested,Normal,yes
1255,no,Equal,Severe,Normal,Plethoric,no,no,<5,<5,<7.5,Plethoric,TGA,no,0-3_days,no,Lt_to_Rt,Transp.,Normal,High,no
1256,no,Equal,Moderate,Normal,Plethoric,no,no,5-12,5-12,<7.5,Plethoric,TGA,no,0-3_days,no,None,Complete,Normal,High,no
1257,no,Equal,Moderate,Normal,Oligaemic,no,no,<5,5-12,<7.5,Oligaemic,PFC,no,11-30_days,no,Rt_to_Lt,Complete,Normal,Low,no
1258,no,Equal,Severe,Low,Plethoric,no,no,5-12,5-12,<7.5,Plethoric,TGA,yes,4-10_days,no,None,Transp.,Normal,High,no
1259,no,Equal,Severe,High,Oligaemic,yes,no,<5,5-12,>=7.5,Normal,TGA,yes,0-3_days,no,None,Transp.,Abnormal,High,no
1260,no,Equal,Mild,Normal,Normal,no,no,<5,12+,<7.5,Plethoric,TGA,no,0-3_days,no,None,None,Normal,Normal,no
1261,yes,Equal,Moderate,Normal,Asy/Patch,no,yes,<5,5-12,<7.5,Normal,PAIVS,no,0-3_days,yes,Lt_to_Rt,Complete,Abnormal,Low,no
1262,yes,Unequal,Moderate,Normal,Oligaemic,no,yes,<5,5-12,<7.5,Oligaemic,PFC,no,0-3_days,no,Rt_to_Lt,Mild,Normal,Low,no
1263,no,Equal,Moderate,Normal,Oligaemic,yes,no,5-12,<5,<7.5,Oligaemic,Fallot,yes,4-10_days,no,Lt_to_Rt,Complete,Congested,Low,no
1264,no,Equal,Severe,Normal,Plethoric,no,no,12+,5-12,<7.5,Plethoric,Fallot,no,4-10_days,no,Lt_to_Rt,Complete,Normal,High,no
1265,no,Equal,Moderate,High,Normal,no,no,<5,5-12,>=7.5,Normal,TGA,yes,0-3_days,no,None,Mild,Normal,Normal,no
1266,no,Unequal,Severe,Normal,Grd_Glass,no,no,<5,<5,>=7.5,Normal,TGA,no,0-3_days,no,Rt_to_Lt,Transp.,Normal,High,no
